Customer ID,Age,agr_group,Gender,Item Purchased,Category,Purchase Amount (USD),Purchase Amount in INR,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1567,48,Middle-aged adults,Male,Sneakers,Footwear,99,8398.17,Wyoming,S,Green,Winter,3,No,Credit Card,Free Shipping,Yes,Yes,21,Cash,Bi-Weekly
1568,30,Young adults,Male,Backpack,Accessories,33,2799.39,Minnesota,M,Turquoise,Spring,4.1,No,Venmo,Standard,Yes,Yes,9,Cash,Monthly
1569,51,Middle-aged adults,Male,Sneakers,Footwear,76,6447.08,Washington,L,Yellow,Spring,4.6,No,Venmo,Store Pickup,Yes,Yes,8,Debit Card,Monthly
1570,20,Young adults,Male,Skirt,Clothing,63,5344.29,Hawaii,M,Orange,Summer,2.9,No,PayPal,Standard,Yes,Yes,29,Debit Card,Weekly
1571,30,Young adults,Male,Pants,Clothing,41,3478.03,Missouri,L,Brown,Winter,4.8,No,Debit Card,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
1572,28,Young adults,Male,Jewelry,Accessories,88,7465.04,Colorado,L,Silver,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly
1573,37,adults,Male,Skirt,Clothing,92,7804.36,Washington,L,White,Summer,3.4,No,Venmo,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly
1574,36,adults,Male,T-shirt,Clothing,31,2629.73,North Dakota,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
1575,18,children,Male,Skirt,Clothing,25,2120.75,Minnesota,S,Magenta,Spring,4.2,No,Bank Transfer,Free Shipping,Yes,Yes,32,PayPal,Bi-Weekly
1576,52,Middle-aged adults,Male,Shirt,Clothing,28,2375.24,California,M,Turquoise,Spring,3.6,No,Cash,Next Day Air,Yes,Yes,28,Cash,Fortnightly
1577,56,Middle-aged adults,Male,Dress,Clothing,75,6362.25,Michigan,M,White,Spring,3.7,No,PayPal,2-Day Shipping,Yes,Yes,36,PayPal,Monthly
1578,68,Seniors ,Male,Boots,Footwear,34,2884.22,Delaware,S,Olive,Spring,4,No,Debit Card,Standard,Yes,Yes,7,Venmo,Fortnightly
1579,62,Seniors ,Male,Pants,Clothing,97,8228.51,California,S,Maroon,Winter,4.9,No,Debit Card,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
1580,35,adults,Male,Jacket,Outerwear,80,6786.4,Oklahoma,M,Violet,Summer,3.1,No,Cash,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
1581,65,Seniors ,Male,Sneakers,Footwear,71,6022.93,North Dakota,L,Cyan,Summer,3.7,No,Credit Card,Standard,Yes,Yes,30,Cash,Annually
1582,69,Seniors ,Male,Jewelry,Accessories,77,6531.91,Ohio,L,Teal,Fall,4.2,No,PayPal,Free Shipping,Yes,Yes,46,Cash,Quarterly
1583,28,Young adults,Male,Belt,Accessories,41,3478.03,Hawaii,L,Red,Spring,2.5,No,Cash,Next Day Air,Yes,Yes,39,Cash,Monthly
1584,37,adults,Male,Scarf,Accessories,92,7804.36,Maryland,XL,Yellow,Summer,4.3,No,Cash,Next Day Air,Yes,Yes,8,Venmo,Annually
1585,41,adults,Male,Blouse,Clothing,95,8058.85,Hawaii,S,Silver,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,46,Credit Card,Quarterly
1586,37,adults,Male,Sweater,Clothing,25,2120.75,Alabama,M,Charcoal,Fall,3,No,Cash,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
1587,25,Young adults,Male,Boots,Footwear,77,6531.91,Oklahoma,M,Purple,Fall,4,No,Debit Card,Express,Yes,Yes,21,Bank Transfer,Weekly
1588,41,adults,Male,Socks,Clothing,99,8398.17,Alabama,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly
1589,48,Middle-aged adults,Male,Belt,Accessories,24,2035.92,Vermont,L,Cyan,Winter,3.2,No,Cash,Next Day Air,Yes,Yes,3,Venmo,Monthly
1590,42,adults,Male,Sneakers,Footwear,72,6107.76,Ohio,M,Silver,Summer,2.7,No,Venmo,Store Pickup,Yes,Yes,48,Cash,Weekly
1591,54,Middle-aged adults,Male,Jeans,Clothing,80,6786.4,Wisconsin,S,Pink,Winter,3,No,Cash,Free Shipping,Yes,Yes,8,PayPal,Annually
1592,18,children,Male,Skirt,Clothing,100,8483,South Dakota,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24,PayPal,Annually
1593,56,Middle-aged adults,Male,Shoes,Footwear,83,7040.89,Iowa,M,Cyan,Summer,3.3,No,Credit Card,Free Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months
1594,61,Seniors ,Male,Dress,Clothing,95,8058.85,Maryland,M,Black,Spring,4.9,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
1595,40,adults,Male,Handbag,Accessories,41,3478.03,Colorado,XL,Charcoal,Summer,3.7,No,Bank Transfer,Store Pickup,Yes,Yes,3,Cash,Fortnightly
1596,34,adults,Male,Backpack,Accessories,35,2969.05,Wisconsin,S,Magenta,Spring,3.5,No,Cash,Standard,Yes,Yes,45,Debit Card,Fortnightly
1597,42,adults,Male,Jewelry,Accessories,30,2544.9,Mississippi,S,Pink,Fall,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,15,Debit Card,Monthly
1598,43,adults,Male,Hat,Accessories,21,1781.43,Mississippi,XL,Maroon,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly
1599,47,Middle-aged adults,Male,Jewelry,Accessories,85,7210.55,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21,Venmo,Bi-Weekly
1600,48,Middle-aged adults,Male,Shirt,Clothing,54,4580.82,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly
1601,20,Young adults,Male,Boots,Footwear,26,2205.58,Montana,S,Yellow,Spring,4.7,No,PayPal,Next Day Air,Yes,Yes,24,PayPal,Weekly
1602,65,Seniors ,Male,Shirt,Clothing,59,5004.97,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33,Credit Card,Monthly
1603,54,Middle-aged adults,Male,Sunglasses,Accessories,48,4071.84,West Virginia,S,Charcoal,Winter,2.8,No,Credit Card,Free Shipping,Yes,Yes,13,Venmo,Fortnightly
1604,23,Young adults,Male,Shorts,Clothing,98,8313.34,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
1605,18,children,Male,Sweater,Clothing,92,7804.36,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months
1606,70,Seniors ,Male,Belt,Accessories,46,3902.18,Connecticut,M,Lavender,Winter,3.4,No,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly
1607,55,Middle-aged adults,Male,T-shirt,Clothing,21,1781.43,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4,PayPal,Fortnightly
1608,49,Middle-aged adults,Male,Shorts,Clothing,72,6107.76,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
1609,26,Young adults,Male,Sandals,Footwear,58,4920.14,Nebraska,XL,Cyan,Fall,4.6,No,Cash,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly
1610,33,adults,Male,Shirt,Clothing,93,7889.19,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly
1611,20,Young adults,Male,Socks,Clothing,31,2629.73,Tennessee,L,Purple,Spring,3.4,No,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Annually
1612,41,adults,Male,Pants,Clothing,26,2205.58,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6,Debit Card,Monthly
1613,18,children,Male,Skirt,Clothing,68,5768.44,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26,Venmo,Monthly
1614,26,Young adults,Male,Jewelry,Accessories,31,2629.73,Illinois,S,Black,Summer,4,No,Credit Card,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly
1615,30,Young adults,Male,T-shirt,Clothing,41,3478.03,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
1616,64,Seniors ,Male,Jewelry,Accessories,62,5259.46,New York,M,Indigo,Fall,3.2,No,PayPal,Standard,Yes,Yes,45,Cash,Bi-Weekly
1617,26,Young adults,Male,Hat,Accessories,41,3478.03,Colorado,M,Green,Spring,3.4,No,Bank Transfer,Standard,Yes,Yes,50,Cash,Quarterly
1618,43,adults,Male,Blouse,Clothing,64,5429.12,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly
1619,63,Seniors ,Male,Sandals,Footwear,72,6107.76,Michigan,L,Purple,Summer,5,No,Venmo,Standard,Yes,Yes,39,Debit Card,Quarterly
1620,57,Middle-aged adults,Male,Handbag,Accessories,78,6616.74,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly
1621,25,Young adults,Male,Hat,Accessories,47,3987.01,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months
1622,68,Seniors ,Male,Scarf,Accessories,46,3902.18,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
1623,31,adults,Male,Shorts,Clothing,43,3647.69,Missouri,S,Brown,Winter,4,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months
1624,64,Seniors ,Male,Backpack,Accessories,58,4920.14,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50,Debit Card,Annually
1625,38,adults,Male,Sweater,Clothing,32,2714.56,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
1626,34,adults,Male,Skirt,Clothing,45,3817.35,Minnesota,L,Beige,Winter,3,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly
1627,32,adults,Male,Sneakers,Footwear,35,2969.05,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
1628,69,Seniors ,Male,Sunglasses,Accessories,21,1781.43,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually
1629,45,adults,Male,Dress,Clothing,64,5429.12,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7,Cash,Monthly
1630,35,adults,Male,Blouse,Clothing,88,7465.04,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly
1631,63,Seniors ,Male,Shoes,Footwear,48,4071.84,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months
1632,65,Seniors ,Male,Sweater,Clothing,36,3053.88,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
1633,35,adults,Male,Gloves,Accessories,28,2375.24,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months
1634,54,Middle-aged adults,Male,Socks,Clothing,80,6786.4,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly
1635,28,Young adults,Male,Coat,Outerwear,23,1951.09,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30,Cash,Every 3 Months
1636,68,Seniors ,Male,Sunglasses,Accessories,24,2035.92,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40,Cash,Annually
1637,58,Middle-aged adults,Male,Boots,Footwear,22,1866.26,North Dakota,L,Green,Fall,4,No,Credit Card,Free Shipping,Yes,Yes,49,Cash,Fortnightly
1638,35,adults,Male,Dress,Clothing,21,1781.43,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32,Venmo,Fortnightly
1639,68,Seniors ,Male,Jacket,Outerwear,51,4326.33,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly
1640,41,adults,Male,Gloves,Accessories,65,5513.95,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50,PayPal,Annually
1641,65,Seniors ,Male,Scarf,Accessories,51,4326.33,Tennessee,S,Magenta,Spring,4,No,Debit Card,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
1642,50,Middle-aged adults,Male,Hoodie,Clothing,32,2714.56,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months
1643,18,children,Male,Coat,Outerwear,70,5938.1,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
1644,38,adults,Male,Scarf,Accessories,77,6531.91,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6,PayPal,Monthly
1645,68,Seniors ,Male,Coat,Outerwear,90,7634.7,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Monthly
1646,53,Middle-aged adults,Male,Scarf,Accessories,36,3053.88,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36,Venmo,Every 3 Months
1647,58,Middle-aged adults,Male,Handbag,Accessories,77,6531.91,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months
1648,34,adults,Male,Boots,Footwear,78,6616.74,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
1649,36,adults,Male,Pants,Clothing,69,5853.27,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly
1650,58,Middle-aged adults,Male,T-shirt,Clothing,63,5344.29,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
1651,60,Middle-aged adults,Male,Scarf,Accessories,36,3053.88,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly
1652,59,Middle-aged adults,Male,Coat,Outerwear,80,6786.4,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly
1653,65,Seniors ,Male,Sweater,Clothing,35,2969.05,New Mexico,M,Orange,Summer,4,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
1654,31,adults,Male,Belt,Accessories,93,7889.19,Colorado,L,Silver,Winter,3,No,Venmo,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly
1655,43,adults,Male,Belt,Accessories,25,2120.75,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Quarterly
1656,37,adults,Male,Sweater,Clothing,81,6871.23,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly
1657,21,Young adults,Male,Blouse,Clothing,42,3562.86,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months
1658,69,Seniors ,Male,Skirt,Clothing,36,3053.88,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly
1659,32,adults,Male,Jewelry,Accessories,66,5598.78,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47,Cash,Weekly
1660,53,Middle-aged adults,Male,Gloves,Accessories,37,3138.71,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44,Venmo,Annually
1661,59,Middle-aged adults,Male,T-shirt,Clothing,45,3817.35,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly
1662,64,Seniors ,Male,Gloves,Accessories,86,7295.38,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly
1663,63,Seniors ,Male,Sunglasses,Accessories,24,2035.92,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly
1664,43,adults,Male,Shirt,Clothing,22,1866.26,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly
1665,19,Young adults,Male,Handbag,Accessories,53,4495.99,Minnesota,M,Purple,Spring,5,No,PayPal,Next Day Air,Yes,Yes,35,PayPal,Weekly
1666,40,adults,Male,Jacket,Outerwear,41,3478.03,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly
1667,51,Middle-aged adults,Male,Skirt,Clothing,64,5429.12,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually
1668,51,Middle-aged adults,Male,Handbag,Accessories,40,3393.2,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months
1669,66,Seniors ,Male,Blouse,Clothing,33,2799.39,Utah,L,Charcoal,Summer,4,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly
1670,42,adults,Male,T-shirt,Clothing,59,5004.97,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
1671,22,Young adults,Male,Pants,Clothing,73,6192.59,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly
1672,31,adults,Male,Hoodie,Clothing,22,1866.26,Utah,M,Olive,Winter,4,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
1673,18,children,Male,Boots,Footwear,73,6192.59,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15,Venmo,Quarterly
1674,21,Young adults,Male,Blouse,Clothing,62,5259.46,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly
1675,35,adults,Male,Coat,Outerwear,56,4750.48,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly
1676,35,adults,Male,Pants,Clothing,90,7634.7,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually
1677,27,Young adults,Male,Sunglasses,Accessories,44,3732.52,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly
1678,65,Seniors ,Male,Jeans,Clothing,35,2969.05,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly
1679,41,adults,Male,Pants,Clothing,71,6022.93,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly
1680,60,Middle-aged adults,Male,Dress,Clothing,52,4411.16,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly
1681,61,Seniors ,Male,Shoes,Footwear,37,3138.71,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6,Credit Card,Annually
1682,24,Young adults,Male,Sneakers,Footwear,95,8058.85,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly
1683,65,Seniors ,Male,Socks,Clothing,97,8228.51,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly
1684,23,Young adults,Male,Coat,Outerwear,57,4835.31,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37,Venmo,Quarterly
1685,30,Young adults,Male,Shirt,Clothing,93,7889.19,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly
1686,33,adults,Male,Blouse,Clothing,48,4071.84,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly
1687,22,Young adults,Male,Gloves,Accessories,75,6362.25,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25,Cash,Annually
1688,67,Seniors ,Male,Skirt,Clothing,70,5938.1,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually
1689,28,Young adults,Male,Handbag,Accessories,26,2205.58,Mississippi,S,Peach,Winter,3,No,Credit Card,Next Day Air,No,No,13,Venmo,Fortnightly
1690,32,adults,Male,Shirt,Clothing,73,6192.59,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly
1691,40,adults,Male,Coat,Outerwear,30,2544.9,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1,Cash,Annually
1692,64,Seniors ,Male,Shoes,Footwear,61,5174.63,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually
1693,56,Middle-aged adults,Male,Handbag,Accessories,75,6362.25,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly
1694,63,Seniors ,Male,Jacket,Outerwear,88,7465.04,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly
1695,20,Young adults,Male,Shirt,Clothing,67,5683.61,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly
1696,54,Middle-aged adults,Male,Hat,Accessories,95,8058.85,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly
1697,31,adults,Male,Sunglasses,Accessories,69,5853.27,West Virginia,S,Turquoise,Spring,4,No,Bank Transfer,Free Shipping,No,No,7,Credit Card,Bi-Weekly
1698,36,adults,Male,Shirt,Clothing,87,7380.21,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months
1699,25,Young adults,Male,Belt,Accessories,41,3478.03,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46,Bank Transfer,Quarterly
1700,20,Young adults,Male,Sweater,Clothing,67,5683.61,North Dakota,L,Teal,Spring,4,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually
1701,62,Seniors ,Male,Hoodie,Clothing,70,5938.1,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly
1702,69,Seniors ,Male,Handbag,Accessories,41,3478.03,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months
1703,54,Middle-aged adults,Male,Jeans,Clothing,83,7040.89,Alabama,XL,Yellow,Summer,5,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly
1704,39,adults,Male,Backpack,Accessories,22,1866.26,California,M,Black,Spring,4,No,Venmo,Next Day Air,No,No,12,Bank Transfer,Annually
1705,56,Middle-aged adults,Male,Sneakers,Footwear,20,1696.6,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19,Cash,Every 3 Months
1706,39,adults,Male,Jewelry,Accessories,29,2460.07,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49,Venmo,Bi-Weekly
1707,37,adults,Male,Sunglasses,Accessories,87,7380.21,North Dakota,M,Brown,Spring,3,No,Credit Card,Standard,No,No,25,Venmo,Fortnightly
1708,25,Young adults,Male,Shorts,Clothing,81,6871.23,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly
1709,35,adults,Male,Boots,Footwear,58,4920.14,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1,Credit Card,Quarterly
1710,45,adults,Male,Skirt,Clothing,83,7040.89,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually
1711,19,Young adults,Male,Pants,Clothing,59,5004.97,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly
1712,21,Young adults,Male,T-shirt,Clothing,93,7889.19,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly
1713,65,Seniors ,Male,T-shirt,Clothing,87,7380.21,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly
1714,49,Middle-aged adults,Male,Jacket,Outerwear,22,1866.26,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly
1715,30,Young adults,Male,Jeans,Clothing,71,6022.93,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly
1716,23,Young adults,Male,Dress,Clothing,69,5853.27,Idaho,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,30,PayPal,Bi-Weekly
1717,69,Seniors ,Male,Blouse,Clothing,47,3987.01,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Every 3 Months
1718,29,Young adults,Male,Hoodie,Clothing,50,4241.5,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly
1719,54,Middle-aged adults,Male,T-shirt,Clothing,96,8143.68,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Every 3 Months
1720,45,adults,Male,Sweater,Clothing,39,3308.37,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly
1721,25,Young adults,Male,Shorts,Clothing,84,7125.72,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly
1722,34,adults,Male,Jewelry,Accessories,28,2375.24,Delaware,S,Magenta,Spring,4.3,No,Venmo,Free Shipping,No,No,24,Credit Card,Monthly
1723,46,Middle-aged adults,Male,T-shirt,Clothing,51,4326.33,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly
1724,70,Seniors ,Male,Scarf,Accessories,20,1696.6,New York,XL,Gold,Spring,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Annually
1725,42,adults,Male,Shoes,Footwear,72,6107.76,Delaware,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly
1726,45,adults,Male,Sunglasses,Accessories,33,2799.39,Massachusetts,M,Indigo,Spring,3,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly
1727,57,Middle-aged adults,Male,Coat,Outerwear,28,2375.24,Indiana,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly
1728,49,Middle-aged adults,Male,Blouse,Clothing,53,4495.99,Virginia,S,Violet,Spring,4,No,Credit Card,Express,No,No,19,PayPal,Monthly
1729,23,Young adults,Male,Jeans,Clothing,48,4071.84,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Every 3 Months
